lp,kol1,kol2,kol3,kol4,kol5
135,0.90718747650071996,0.22295786205658952,0.28224836236043649,0.27139143345627859,1
136,0.91889523259250994,0.083975708444354896,0.13983298079986672,0.14818791678742746,1
137,0.92288757554986045,0.11117786910036341,0.16850118214841051,0.1597498167899091,1
138,0.91661202380987528,0.21931893962333232,0.27326138331920624,0.26802552370300881,1
139,0.91138364399312954,0.22157222920816014,0.2741570893035486,0.2876768268125155,1
140,0.91495337828145851,0.073995786025910018,0.12630763344131102,0.12400759510991001,1
141,0.91579298576991297,0.11101144356256284,0.16606837737674163,0.16877606477826088,1
142,0.90757268617248299,0.20921560051393423,0.26309446591446861,0.25927602829437035,1
143,0.89963661895421809,0.22094205610435352,0.2715672087433938,0.279832387137534,1
144,0.90844595275847029,0.077045674252345014,0.13505338895022365,0.13141072661724057,1
145,0.91947678699988045,0.11403889239064272,0.17165391761730653,0.16552422196662969,1
146,0.91491784923406283,0.21463658516656148,0.26585638186201271,0.27525100997336127,1
147,0.91714495952080966,0.23205516813973254,0.28698120546350642,0.28527955108824221,1
148,0.92222187339865824,0.088113907491013777,0.14757644318225011,0.15695985159442105,1
149,0.91295814177771473,0.10555866976226583,0.1622574195560951,0.15218399964450383,1
150,0.9109759949230114,0.215760425034181,0.27172615448174264,0.27585313382922394,1
151,0.90404222083127561,0.22180597294102608,0.27860196012772759,0.28336846232833018,1
152,0.91595567140798773,0.06941253891187435,0.12256586376559279,0.12214512504643407,1
153,0.90766057381604059,0.10053037458085337,0.15847451098339246,0.15477388020465863,1
154,0.90479955052576133,0.20149083763018011,0.25909090325794049,0.2543356207565155,1
155,0.89481027835800186,0.21098831298398962,0.26584703211269811,0.26700827097757618,1
156,0.90024248270980667,0.074268798705897462,0.12982687908334087,0.12621226599830171,1
157,0.90318765374391774,0.10614209411949925,0.16003965901866291,0.15824263720038942,1
158,0.91669804150356993,0.22879023567906087,0.28409400287514608,0.27936489967180206,1
159,0.91783310107036709,0.22745883137665637,0.2814573735684181,0.28915782710395416,1
160,0.91000549094415195,0.075921834384725509,0.13159585165367041,0.13009615186360243,1
161,0.90873018513763526,0.10627299060990418,0.16013689641153514,0.16680139772300928,1
162,0.91286464428456826,0.22761216726541644,0.28052987843640598,0.2812068002867858,1
163,0.91642689877344541,0.24191541376695003,0.29644502171978321,0.29033776546746154,1
164,0.90478085102713202,0.069416278811600216,0.12497435918904361,0.1276596071922077,1
165,0.91167535617174633,0.10467418347710104,0.15702716978948644,0.17503104706975386,1
166,0.90331668028445966,0.21174190277874949,0.26366106072293566,0.27750616950805201,1
167,0.89901205570000031,0.21400641206275486,0.27552589260321159,0.25875057238288768,1
168,0.90889100082584706,0.084920033125133354,0.14188805569922419,0.13261871422869184,1
169,0.90585046234872668,0.11172202451047536,0.16555975101402531,0.16653399489261062,1
170,0.90703040071223406,0.21691979394919614,0.26958693183855337,0.28807512613331909,1
171,0.91099656437150356,0.22440894315022139,0.2795070158613846,0.2802475160071039,1
172,0.91467101585215638,0.068814154955737505,0.12771196578836969,0.11914759541616106,1
173,0.91601550980360136,0.12039298202487086,0.17506470616728656,0.18104854572865503,1
174,0.91617819544167611,0.20244825195999905,0.25535100353208517,0.26114784810716091,1
175,0.9090275071658408,0.21608953621005628,0.26896610848406144,0.27002450010647844,1
176,0.91082452898411426,0.07459043008232101,0.12840571718751584,0.13087405100658034,1
177,0.91165665667311702,0.10293700005444126,0.16091479555451305,0.161535618909005,1
178,0.90339147827897681,0.22269419912591673,0.27695827419821417,0.26732429250441092,1
179,0.90401043168360584,0.21594742002047376,0.2710941114280731,0.27308560803209103,1
180,0.90648063545253332,0.065532392946299478,0.12052574846513874,0.12225919198807265,1
181,0.90192917748616741,0.10275000506814849,0.16221254075938482,0.16583837354360154,1
182,0.90608981593118143,0.21343046750497316,0.26458294600535898,0.26034376966610201,1
183,0.91379587931630624,0.2293605703872538,0.29080899283291928,0.30191836496857244,1
184,0.92048468997599842,0.074334246951099928,0.12982126923375206,0.13391458948370069,1
185,0.92124575957021004,0.11155185907294894,0.16716977784600603,0.1647594124726923,1
186,0.91639136972604984,0.21811843181133275,0.27613362630866312,0.26970286873005489,1
187,0.91716739891916477,0.22600775028302453,0.27944530751590796,0.27202347650994813,1
188,0.91347985778947149,0.080821103025595947,0.13600893333017966,0.12871799881462476,1
189,0.90479207072630963,0.099604749398704187,0.15850630013106223,0.15727774307111875,1
190,0.90768114326453286,0.21451129852574533,0.2682704871350523,0.26620419253651728,1
191,0.905814933301331,0.2261218172246631,0.28083842016378907,0.28495043991236696,1
192,0.89952068206271663,0.072546574882141099,0.13081234266110373,0.12611315865556655,1
193,0.90635160891199129,0.11701211267269768,0.17054690729845337,0.16449761949188241,1
194,0.89838936239564537,0.20581042181354298,0.25972294631161003,0.26982628542100812,1
195,0.89803033202196325,0.2272232176939275,0.28085898961228128,0.27721445732943528,1
196,0.90543346352929377,0.073165528286770143,0.12989045737868041,0.12838514773902365,1
197,0.91147527153641306,0.11339001978820681,0.1659786197833211,0.15574064428379222,1
198,0.90917523320501203,0.21701329144234252,0.27380553872931818,0.28095061715556474,1
199,0.91488045023680431,0.21619051350265436,0.27045832847467766,0.26703819017538299,1
200,0.91056834585289315,0.072166975059966776,0.12236203923053368,0.12882271600694872,1
0,0.91188479055639415,0.11414734948269252,0.17209522578495745,0.16878915442730136,1
1,0.90763252456809673,0.21743029026177538,0.27131663546176149,0.2747349038111932,1
2,0.90389262484224142,0.22832274821332896,0.28690640746898927,0.28203705802592566,1
3,0.89942718456957016,0.064212208343072563,0.1179938363507347,0.1152150908544242,1
4,0.90537175518381718,0.115349727244555,0.17055999694749385,0.17111350210692045,1
5,0.90736325178783517,0.21911511508827319,0.26960189143745683,0.27453855907558583,1
6,0.91257480205581454,0.23850462521697,0.29525947350668708,0.29447035466453164,1
7,0.91257667200567738,0.096336077038306656,0.15352849359594881,0.15969184834415834,1
8,0.91139486369230716,0.11501500621909094,0.17277588753506312,0.1820470989554584,1
9,0.89914669209013109,0.21768834334285941,0.27551654285389698,0.262180060431497,1
10,0.91045801881098043,0.23908991952406636,0.29292764602761634,0.30361253954438489,1
11,0.91457751835901002,0.082234785121969245,0.13687285016685224,0.14105031816063263,1
12,0.91321619485879868,0.12146446329632841,0.17555276308151069,0.18943153096415968,1
13,0.91554054253841777,0.21263012896364011,0.26779925976959457,0.26755242638768811,1
14,0.91470280499982615,0.2340130056462178,0.29272008159283136,0.28222966286180723,1
15,0.91141917304052522,0.084491814606522928,0.13323205778373212,0.13453354288832975,1
16,0.9047471919295994,0.11903539842438539,0.17890932308546581,0.16294369115578952,1
17,0.905814933301331,0.23290225542763876,0.28633607276079637,0.28629493386381194,1
18,0.90999427124497434,0.23645703011706423,0.2878488621999048,0.28322447618888474,1
19,0.91136120459477443,0.082863088275912933,0.13937110318372359,0.13596218458360648,1
20,0.89866424502549569,0.11576111621439908,0.17106488341048431,0.17120886954992975,1
21,0.90885360182858843,0.22254086323715666,0.28256812378699714,0.27422253754875103,1
22,0.90876384423516798,0.24099913833411549,0.29912652982322147,0.30856042688169144,1
23,0.9083038365688878,0.079772061152493537,0.13126861042765808,0.13813693627419132,1
24,0.91169779557010144,0.12525485166848277,0.17693465603021422,0.18565049234131997,1
25,0.90670128953635876,0.2274607013265193,0.28252885483987566,0.27744446116257537,1
26,0.90522776904437174,0.22696329466298054,0.2855824829660365,0.29510613761792703,1
27,0.91261220105307306,0.095034591933709014,0.1509311332363423,0.14589535825547814,1
28,0.90939962718856338,0.11736366324692807,0.17059365604502655,0.18144123519986985,1
29,0.90482198992411644,0.21659629262290966,0.27454977877476339,0.28104037474898524,1
30,0.90017703446460418,0.22871543768454375,0.28299634230560755,0.2746526260172244,1
31,0.90226950836122022,0.072458687238583494,0.13107413564191361,0.12835896844094266,1
32,0.90527077789121912,0.11848376321482174,0.17057682649626019,0.16790279819227366,1
33,0.89965344850298445,0.20749524664004079,0.26484660893603179,0.26734486195290313,1
34,0.90723609519715609,0.22038107114547523,0.2708435381464408,0.2715765584927084,1
35,0.90236674575409248,0.06922928382530745,0.12383929962224653,0.12818506310369038,1
36,0.90372245940471496,0.11452881925472976,0.16709310990162599,0.1659786197833211,1
37,0.90157575696207404,0.21922918202991179,0.27707421108971569,0.26841260332463485,1
38,0.91310399786702301,0.22144881251720691,0.27511824353309339,0.28220722346345212,1
39,0.91110689141341628,0.06894318149627951,0.12358498644088836,0.12238260867902588,1
40,0.90600940808707553,0.10758569541367939,0.16547373332033063,0.17016169762669026,1
41,0.903541074268011,0.20289143007751292,0.25764543201389745,0.26028019137076247,1
42,0.90099046265497773,0.22062790452738168,0.27791381857817021,0.27274340720717527,1
43,0.90044069739527699,0.061996317755503294,0.12071087350156856,0.11861091980550081,1
44,0.90201706512972502,0.1098988233941209,0.16669107068109654,0.15981152513538571,1
45,0.9008689159138874,0.20111310775786873,0.25529864493592325,0.25205802182346959,1
46,0.90088948536237967,0.20939511570077529,0.26237266526737851,0.27197111791378614,1
47,0.90383839629621654,0.069463027558173407,0.1264011309344574,0.12310440932611597,1
48,0.90870587578941719,0.097199993874979226,0.15620626179966121,0.1456204756256278,1
49,0.90750910787714345,0.19760695176487938,0.25497140370991089,0.25907594365903708,1
50,0.90540354433148695,0.21182792047244414,0.26426318457879838,0.27463953636818389,1
51,0.91649047706878506,0.065605320990953661,0.11916629491479033,0.12386921882005336,1
52,0.9192374334174257,0.11264390979289869,0.16729319453695926,0.17467014674620882,1
53,0.91477199314475455,0.20655466185898819,0.26222493922820722,0.27431042519230864,1
54,0.90816733022889407,0.21631019029388174,0.27134094480997956,0.26328146090076138,1
55,0.9096128014729371,0.074298717903704306,0.12864133087024474,0.12793074992233222,1
56,0.90181511054452879,0.093000086482843733,0.15057023291279728,0.15166602353247288,1
57,0.89297398759260693,0.19916648995056105,0.25568572455754923,0.25180370864211143,1
58,0.89735154022172048,0.20566082582450876,0.25501628250662117,0.25437488970363697,1
59,0.90629177051637755,0.073537648309492748,0.12889938395132874,0.12666479386513022,1
60,0.90516232079916925,0.10529500683159303,0.15831930514476947,0.15275620430255971,1
61,0.90553070092216603,0.2062928688781783,0.26400700144757727,0.2580474712344269,1
62,0.89714210583707266,0.21545375325666086,0.2693831073034943,0.27201038686090762,1
63,0.90103721140155091,0.056186383531387087,0.11208666473374625,0.1043731215491697,1
64,0.90020321376268519,0.10174397204189342,0.16178432224077438,0.15753766610206571,1
65,0.8977834986400568,0.21068538110619536,0.25888146887329261,0.2598407531529745,1
66,0.89523288702702353,0.20299240737011101,0.26041669771075621,0.27287243374771725,1
67,0.90849270150504347,0.067686575188392134,0.12912377793488006,0.12302961133159886,1
68,0.90202267497931377,0.090569151661037781,0.14644886341490473,0.14805515034715958,1
69,0.90380847709840972,0.19741995677858662,0.25643744440244615,0.25733689028651435,1
70,0.90223397931382465,0.20749337669017787,0.26237827511696732,0.27085475784561835,1
71,0.9096782497181396,0.062359088028911262,0.11829115837894019,0.11471020439143374,1
72,0.90940149713842633,0.10657405253783554,0.16434615355298526,0.16170391439666851,1
73,0.90953052367896825,0.20118042595293412,0.25520514744277684,0.25164663285362554,1
74,0.90705471006045213,0.20617506203681388,0.26204729399122911,0.26565816717654239,1
75,0.91350416713768956,0.067275186218548055,0.11812847274086548,0.12234520968176733,1
76,0.91306659886976449,0.11213341348031944,0.16441534169791361,0.16123081708134782,1
77,0.91389872655876725,0.219533983857569,0.2711763892220419,0.26326089145226916,1
78,0.90860676844668198,0.20706889807129328,0.26218567028108575,0.26039612826226399,1
79,0.92428629804733042,0.073348783373337056,0.12753806045111743,0.12851230432970273,1
80,0.92274919926000387,0.10957158216810856,0.16888826177003655,0.17592862300395914,1
81,0.9059607893906394,0.20072228823651683,0.25841959125714947,0.26622663193487239,1
82,0.89630062839875513,0.20551496973520039,0.26449505836180143,0.26063922174444459,1
83,0.90066322142896538,0.052964459917562746,0.10677974702275758,0.10636087825346179,1
84,0.89863993567727762,0.10597566858169868,0.15860166757407154,0.14992884010981308,1
85,0.89908685369451735,0.20080643598034859,0.25628223856382315,0.26039986816198984,1
86,0.89767691149786988,0.19819972587142745,0.25539962222852131,0.24668565586727847,1
87,0.90807944258533646,0.061880380864001779,0.11830237807811775,0.11551989268208142,1
88,0.91167161627202042,0.096850313250611761,0.15240839362805517,0.16831792706184359,1
89,0.91226439037856855,0.20447901751113848,0.25956213062339828,0.26101321171703012,1
90,0.911374294243815,0.20659767070583551,0.26159102622467478,0.2666473706540311,1
91,0.90820659917601554,0.064825551898112829,0.11868197790029207,0.11890263198411753,1
92,0.90602623763584189,0.098542617876561281,0.1601555959101644,0.14659097960448725,1
93,0.89987036268708409,0.19541911042525403,0.25177378944430462,0.24327673726716137,1
94,0.90214609167026705,0.20538033334506961,0.26285324238215091,0.26726632405866019,1
95,0.90065761157937663,0.06262088100972113,0.1208829088889579,0.11164535656609532,1
96,0.89828651515318436,0.097497315903184723,0.15383703532333187,0.1567130182125146,1
97,0.90493418691589211,0.2158483126777386,0.27458530782215901,0.27089028689301398,1
98,0.90977174721128595,0.21001406910540432,0.26239323471587073,0.26145451988468105,1
99,0.92167771798854625,0.073975216577417818,0.13198293127529645,0.12421889944442084,1
100,0.9173843131032644,0.10501825425187973,0.16331020132892335,0.16815337147390597,1
101,0.91418295893793233,0.20371233806733816,0.25493213476278942,0.27161956733955572,1
102,0.91034208191947885,0.21905901659238539,0.27330439216605357,0.27781471123543505,1
103,0.9089583190209124,0.055056933814178789,0.11177812300636318,0.10562598795733122,1
104,0.90348310582226032,0.10026671165018057,0.15787051717766681,0.16224619985691752,1
105,0.90803643373848908,0.20446966776182385,0.25953782127518021,0.26018108402802731,1
106,0.90661527184266411,0.20780752826714971,0.26111044910990233,0.2675243771397442,1
107,0.89762829280143375,0.057508438084476934,0.11396783429585146,0.11426328637419403,1
108,0.89030182923848322,0.085997124246179682,0.14216480827893749,0.13241488969363271,1
109,0.90585794214817839,0.20931844775639524,0.26370219961992009,0.26553101058586331,1
110,0.90749788817796595,0.21234963648420097,0.26723827481071627,0.26058686314828261,1
111,0.90899571801817103,0.061066952673628251,0.11465410589554591,0.11697845357516498,2
112,0.89742072836664888,0.10018069395648591,0.1549272160934187,0.14771107957238089,2
113,0.90455458709371783,0.19605863327837528,0.25560718666330629,0.25193273518265347,2
114,0.9073389424396171,0.20799826315316833,0.26151061838056888,0.26819194924080936,2
115,0.90522589909450879,0.05457635669940638,0.10975296730481254,0.11266447924139089,2
116,0.8939089625240707,0.089830521465181362,0.14456956380266245,0.1539997209614066,2
117,0.90082216716731423,0.21228792813872435,0.26773381152439207,0.27165883628667725,2
118,0.90072492977444196,0.20149457752990596,0.25682826392379804,0.25523319669072075,2
119,0.89719072453350868,0.05509620276130027,0.11040744975683722,0.11483736098211282,2
120,0.89888676905918408,0.10654039344030283,0.16385622668889824,0.16072032076876855,2
121,0.90072866967416787,0.20068301928939536,0.25654029164490716,0.255304254785512,2
122,0.89864928542659228,0.21228231828913557,0.26770950217617401,0.27568109844183458,2
123,0.89948141311559515,0.047663152056162859,0.10296317935252225,0.10035833919346403,2
124,0.89294780829452591,0.090748666847878842,0.14805702029702253,0.14274823263617092,2
125,0.8938285546799648,0.1994619420289036,0.25601857563315039,0.26113662840798335,2
126,0.89982922379009966,0.20404892904266514,0.25797267323990974,0.27061166436343775,2
127,0.90500711496054631,0.057699172970495559,0.11596120084973234,0.10937336748263823,2
128,0.90471914268165543,0.091969744108370596,0.15180626977219244,0.14040144555819672,2
129,0.90447604919947489,0.19738816763091685,0.25300608640397393,0.24985148098521498,2
130,0.90925751099898089,0.20318314225612963,0.25788852549607799,0.26399391179853682,2
131,0.90221153991546943,0.054667984242689836,0.11047663790176554,0.10605046657621579,2
132,0.90664519104047092,0.10399913157658416,0.16283710401360266,0.15232985573381219,2
133,0.91377156996808817,0.2050755315174124,0.25934334648943574,0.26206038364026962,2
134,0.90776903090809047,0.21061619296126705,0.26596483895406253,0.26981506572183056,2
135,0.91737122345422395,0.06523133101836813,0.11802562549840447,0.11868945769974378,2
136,0.90765122406672605,0.099580440050486121,0.15409508840441591,0.15794531517218394,2
137,0.90404970063072732,0.21401202191234364,0.26927839011117033,0.27263495011512545,2
138,0.90049305599143892,0.20312517381037887,0.25875805218233938,0.27500043669172897,2
139,0.90436946205728796,0.061727044975241716,0.11788350930882197,0.11074030083243834,2
140,0.89715893538583891,0.10038825839127087,0.15810426091053278,0.15148837829549475,2
141,0.8943876696889802,0.19653547049342182,0.25091174255749493,0.26146947948358445,2
142,0.89362473014490573,0.21537147546269206,0.26949717424513286,0.26368163017142787,2
143,0.90641705715719378,0.061310046155808852,0.121139092020179,0.11933272045259088,2
144,0.90656478319636502,0.1049154070094187,0.15862971682201546,0.16398151332971439,2
145,0.90288846176584925,0.20519146840891392,0.26036807901432008,0.25951538187682505,2
146,0.90080533761854786,0.20620311128475777,0.26016986432884975,0.25320991093903306,2
